[warning] electron/events/eventTypes.UptimeEvents.internal:monitor:manual-check-completed.__type.identifier (Property), defined in uptime-watcher/electron/events/eventTypes.ts, does not have any documentation
[warning] shared/validation/schemas.HttpMonitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.HttpMonitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.HttpMonitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.HttpMonitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.HttpMonitor.__type.url (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.HttpMonitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.host (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.recordType (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.expectedValue (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.DnsMonitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.url (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.host (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.port (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.host (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.host (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.recordType (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.expectedValue (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Monitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.host (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PingMonitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.host (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.port (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.timeout (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.type (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.PortMonitor.__type.lastChecked (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.identifier (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors.__type.checkInterval (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors.__type.id (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors.__type.monitoring (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors.__type.responseTime (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors.__type.retryAttempts (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
[warning] shared/validation/schemas.Site.__type.monitors.__type.status (Property), defined in uptime-watcher/shared/types/schemaTypes.ts, does not have any documentation
